"Dstat 0.7.2svn CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","drivers-perf-01",,,,"User:","drivers"
"Cmdline:","dstat --proc --cpu --cpu-use --sys --mem-adv --swap --page --disk -D total,sda,sdb --disk-avgrq --disk-avgqu --disk-svctm --disk-tps --disk-wait --net --time --output cassandra-stress-large-objects.csv 1 370",,,,"Date:","02 Sep 2015 06:32:54 PDT"
"procs",,,"total cpu usage",,,,,"cpu usage",,,,,,,,,,,,,,,,,,,,,,,,"system",,"advanced memory usage",,,,,,,,"swap",,"paging",,"dsk/total",,"dsk/sda",,"dsk/sdb",,"sda","sdb","sda","sdb","sda","sdb","dsk/total",,"dsk/sda",,"dsk/sdb",,"sda",,"sdb",,"net/total",,"system"
3,0,0,15.467,9.970,71.836,2.727,0,53.535,36.364,38.776,20.202,19.192,77.778,43.750,45,20.202,26.804,30.612,40.206,11.111,18.182,11.340,10.101,13.131,2.020,25.773,42.105,18.367,22.680,42.105,12.121,435955,247935,135170646016,10403794944,95428485120,209670144,28283215872,356986880,1007616,846487552,0,0,0,0,0,233656320,0,233656320,0,0,977.165,0,10.448,0,1.948,0,0,466,0,466,0,0,0,22.976,0,0,122777625,2338319,02-09 06:35:43
3,1,0,15.588,8.944,74.191,1.278,0,63.636,20.408,23.232,19.388,20.408,55.556,41.489,19.792,19.588,27.835,32.632,34.737,9.091,15.306,12.121,7.071,8.081,8.081,24.742,39.362,42.424,23.711,43.158,2,311025,255973,135170646016,10404220928,95102259200,209686528,28600758272,547311616,1007616,854728704,0,0,0,0,0,122671104,0,122671104,0,0,826.883,0,4.544,0,1.869,0,0,291,0,291,0,0,0,15.120,0,0,123053286,2344219,02-09 06:35:44
2,1,0,21.640,6.678,69.992,1.691,0,41.837,28.571,38.384,18.182,16.327,94,81.188,30.303,37.755,35.354,32.653,28.283,21.429,15.306,18.182,17,16,9,25.510,35.052,15.152,24.490,27.835,15.306,301694,232308,135170646016,10406350848,94794420224,209711104,28898263040,732454912,1007616,862908416,0,0,0,0,0,116338688,0,116338688,0,0,942.475,0,3.932,0,2.200,0,0,240,0,240,0,0,0,16.983,0,0,113617351,2114229,02-09 06:35:45
3,1,1,13.567,5.621,76.374,4.438,0,54.545,31.683,17.172,19.192,25,80.808,26.042,5.102,100,14.141,13.265,9.091,2,10.101,15.306,17.347,2.020,6.061,15.306,23.711,28.421,14.286,7,24.742,212474,254375,135170646016,10402992128,94605148160,209727488,29085315072,521154560,1007616,868470784,0,0,0,0,0,316571648,0,316571648,0,0,1005.624,0,94.956,0,1.409,0,0,616,0,616,0,0,0,127.792,0,0,123045569,2342195,02-09 06:35:46
6,1,0,14.804,4.892,74.357,5.947,0,98,16.162,19.388,12.121,19.388,79,24.742,8.911,92.157,17.172,17.172,13.131,4,15.152,5.941,13.131,13.265,19.192,18.557,25.510,31.959,17.347,10,26.263,146056,239952,135170646016,10403848192,94474567680,209747968,29210959872,319557632,1007616,872529920,0,0,0,0,0,402292736,0,402292736,0,0,1016.286,0,120.572,0,1.295,0,0,772,0,772,0,0,0,177.109,0,0,117250303,2196854,02-09 06:35:47
6,1,1,16.532,9.987,70.633,2.847,0,43.299,84.694,26.263,18.367,23.232,66,38.542,17.347,62.245,24.742,25.510,25.510,13,8.911,14.286,15.306,16.162,16.162,23.469,36.458,40,22.449,8.081,36.842,499470,253271,135170646016,10405892096,94803292160,209784832,28889075712,348766208,1007616,863608832,0,0,0,0,0,260403200,0,260403200,0,0,981.820,0,13.988,0,1.861,0,0,518,0,518,0,0,0,27.174,0,0,123188259,2349879,02-09 06:35:48
3,1,0,15.915,9.489,72.979,1.617,0,35,39.394,25,20,19.192,66.327,43.158,17.347,21.875,26.316,26.042,32.653,14.286,4,10.101,16.327,18.367,14.141,39.175,38.542,40,23.711,16,40,349248,247527,135170646016,10402537472,94492536832,209817600,29195513856,508465152,1007616,871247872,0,0,0,0,0,145940480,0,145940480,0,0,928.472,0,5.540,0,2.124,0,0,307,0,307,0,0,0,18.007,0,0,122928201,2342697,02-09 06:35:49
5,0,0,21.787,8.468,68.553,1.191,0,29,51,30.612,19.388,20.202,69.697,48.958,33.673,34.343,36.735,37.755,30.612,10,10.309,14.141,12.871,13,37.374,34.343,49.474,40.625,26.804,21.429,50,277335,220283,135170646016,10404130816,94193922048,209838080,29484498944,696627200,1007616,879263744,0,0,0,0,0,100749312,0,100749312,0,0,937.024,0,3.664,0,2.381,0,0,210,0,210,0,0,0,17.524,0,0,111990255,2081111,02-09 06:35:50
4,2,0,16.383,9.362,72.511,1.745,0,24.490,47.475,23,19,17.347,84.158,47.368,28.866,26.531,34.375,32.990,30.612,1.010,8,4,13,6.061,4.040,28.421,45.263,44.681,27.083,17.347,44.681,299590,242597,135170646016,10403852288,93885939712,209883136,29784383488,778575872,1007616,887595008,0,0,0,0,0,146370560,0,146370560,0,0,947.330,0,17.100,0,1.961,0,0,304,0,304,0,0,0,25.770,0,0,123307145,2350177,02-09 06:35:51
5,1,0,13.171,7.630,75.234,3.964,0,31.959,18.367,15.625,11.111,15.306,100,45.263,26.804,21.429,29.592,30.208,24.742,2,14.141,3,15.306,2.020,1,25.263,42.105,41.667,24.490,12.121,41.053,146679,247737,135170646016,10405462016,93838139392,209887232,29828169728,480403456,1007616,889995264,0,0,0,0,0,419934208,0,419934208,0,0,1023.974,0,141.808,0,1.245,0,0,800,0,800,0,0,0,161.036,0,0,122669152,2352841,02-09 06:35:52
4,1,1,12.792,8.415,74.161,4.632,0,45.455,30.303,20,17.526,19.192,90.196,40.206,39.394,30.612,31.250,27.835,21.649,5,2,12.245,6.061,7,1,27.273,37.895,37.895,23.469,14.286,35.789,226813,249410,135170646016,10402062336,94285742080,209920000,29391749120,387182592,1007616,882180096,0,0,0,0,0,333049856,0,333049856,0,0,994.428,0,68.336,0,1.511,0,0,654,0,654,0,0,0,137.939,0,0,119959057,2265105,02-09 06:35:53
4,0,0,14.668,9.311,73.937,2.083,0,49.495,39.394,17.526,21,16.162,61.856,52.632,23.469,56.566,27.273,27.273,22.449,0,5,4,18.182,9.091,10.101,21.649,36.458,38.947,21.649,15,35.417,413428,251657,135170646016,10404700160,93979095040,209952768,29692080128,472412160,1007616,885825536,0,0,0,0,0,226693120,0,226693120,0,0,975.189,0,10.036,0,1.916,0,0,453,0,453,0,0,0,23.276,0,0,123114705,2344979,02-09 06:35:54
6,1,0,20.823,8.439,69.593,1.145,0,27,29.293,23,27.273,27.835,76.238,54.082,33.333,33.673,37.113,40.206,35.354,13,22.680,15,9.184,12.121,11.111,23.711,45.361,34.021,38.776,30.612,32.990,286434,219637,135170646016,10406146048,93830139904,209993728,29835886592,635908096,1007616,889487360,0,0,0,0,0,112144384,0,112144384,0,0,936.485,0,4.164,0,2.213,0,0,235,0,235,0,0,0,16.983,0,0,112099962,2084965,02-09 06:35:55
5,0,0,16.880,9.506,72.038,1.577,0,17.347,18.367,27.551,36.364,20.202,98.980,27.835,45.263,27.083,35.052,40,45.745,3.030,1.961,13.402,6.931,12,0,27.551,48.936,22.680,28.125,47.872,20.408,300539,247200,135170646016,10400763904,93496426496,210010112,30166204416,851107840,1007616,898248704,0,0,0,0,0,122630144,0,122630144,0,0,938.858,0,4.212,0,2.331,0,0,254,0,254,0,0,0,17.265,0,0,123123981,2343725,02-09 06:35:56
6,2,0,15.408,9.219,72.130,3.244,0,28,30.303,38.384,21.212,18,88,28.571,48.958,24.490,36.082,37.500,45.263,13,3.061,3.960,6.122,9.091,5,25.263,47.872,16.327,26.316,46.809,26.531,260545,249566,135170646016,10404016128,93263175680,210038784,30389587968,749608960,1007616,904835072,0,0,0,0,0,257916928,0,257916928,0,0,991.892,0,65.364,0,1.572,0,0,509,0,509,0,0,0,101.914,0,0,123013033,2359665,02-09 06:35:57
6,2,0,12.713,7.125,75.384,4.778,0,35.714,28.571,16.162,11.224,14.286,100,13.402,45.745,13.131,23.711,29.897,42.105,2,13.131,0,13,14.286,0,21.649,46.237,17.526,23.469,43.617,25,133215,254526,135170646016,10405605376,93126119424,210042880,30521655296,466845696,1007616,908230656,0,0,0,0,0,419934208,0,419934208,0,0,1023.935,0,142.556,0,1.248,0,0,801,0,801,0,0,0,165.825,0,0,122889710,2342129,02-09 06:35:58
7,0,0,13.673,9.639,72.144,4.544,0,31.250,38.776,28.283,41,24.242,66.667,58,40.426,18.557,21.429,38.144,33.333,9.184,13.131,8.163,9,17.647,12.121,22.449,40.625,22.222,20.408,38.542,15.686,393264,257307,135170646016,10404986880,93500424192,210059264,30156906496,499568640,1007616,899276800,0,0,0,0,0,267280384,0,267280384,0,0,971.918,0,21.912,0,1.813,0,0,536,0,536,0,0,0,84.231,0,0,123142645,2346334,02-09 06:35:59
5,0,0,22.317,9.540,66.610,1.533,0,48.515,60.606,42.857,33.333,26.531,64.286,32.323,52.083,32.323,28.421,42.268,51.042,15.152,12,14,18.182,20.408,16,28.571,53.684,16.162,24.742,41.489,32.990,377936,220764,135170646016,10405511168,93210656768,210092032,30439321600,608694272,1007616,906072064,0,0,0,0,0,179228672,0,179228672,0,0,972.342,0,6.844,0,2.033,0,0,360,0,360,0,0,0,19.211,0,0,111852506,2079459,02-09 06:36:00
5,1,0,15.610,8.975,74.181,1.234,0,34.343,19.192,29,29,16.162,83.838,21.649,45.833,17.347,26.531,43.750,38.298,6.931,6,9.091,8.081,14.433,12.245,22.680,44.681,13,23.469,43.617,16.327,303531,251565,135170646016,10404847616,92888330240,210116608,30753636352,799764480,1007616,914722816,0,0,0,0,0,116359168,0,116359168,0,0,943.058,0,4.300,0,2.141,0,0,242,0,242,0,0,0,17.256,0,0,123162530,2346345,02-09 06:36:01
6,0,0,15.886,9.157,73.382,1.576,0,22.449,23,22.222,15.464,32.653,74,20.408,45.263,21.429,24.490,32.292,41.667,14.286,13.402,6.061,10.101,11,16.327,21.429,42.105,9.184,20.833,41.237,52.041,299698,254193,135170646016,10401636352,92568141824,210149376,31068090368,1000726528,1007616,923635712,0,0,0,0,0,119197696,0,119197696,0,0,942.490,0,4.072,0,2.364,0,0,246,0,246,0,0,0,17.073,0,0,123379785,2365862,02-09 06:36:02
3,2,0,12.984,7.748,74.542,4.725,0,68.367,40.206,17.347,12.121,17.347,59.596,20,43.750,17.172,23.958,29.897,42.708,8.081,8.911,3,12.121,11.224,1,22.680,44.681,7.143,23.469,42.105,37.755,206164,247388,135170646016,10404347904,92402819072,210161664,31226073088,748040192,1007616,928251904,0,0,0,0,0,344473600,0,344473600,0,0,1007.386,0,104.340,0,1.371,0,0,668,0,668,0,0,0,130.982,0,0,122666580,2336049,02-09 06:36:03
5,3,0,11.380,6.327,75.117,7.176,0,96.939,27.273,15.306,10.101,15.152,70.707,37.113,50.526,17.347,25.510,27.835,28.866,6.061,7,6,1.010,8.081,10,20.833,41.053,7,21.649,38.298,13.265,132769,248449,135170646016,10404548608,92265328640,210165760,31359262720,495865856,1007616,932347904,0,0,0,0,0,437952512,0,437952512,0,0,1019.395,0,144.440,0,1.190,0,0,840,0,840,0,0,0,184.286,0,0,123083937,2344268,02-09 06:36:04
3,1,0,19.399,8.429,64.041,8.132,0,64,66.327,34.343,26.263,38.776,57,25.510,64.583,46.939,34.021,42.268,47.917,46,21.212,24.242,22,8,33.333,19.388,42.857,23.232,18.367,29.897,28.283,307813,230652,135170646016,10402320384,92751724544,210178048,30884999168,444395520,1007616,922431488,0,0,0,0,0,311803904,0,311803904,0,0,991.811,0,60.680,0,1.612,0,0,614,0,614,0,0,0,108.899,0,0,111738469,2070837,02-09 06:36:05
7,1,0,16.965,11.338,69.821,1.876,0,34.694,20.408,51.515,29.592,33,99,55.319,31.959,27.273,30.612,32.292,24.490,11.111,12.245,10.101,10.204,12.121,2,30.928,47.872,46.316,26.042,21.429,22.449,530627,253309,135170646016,10405240832,92435464192,210190336,31192682496,486977536,1007616,928075776,0,0,0,0,0,273936384,0,273936384,0,0,992.622,0,11.364,0,1.774,0,0,538,0,538,0,0,0,21.695,0,0,123159021,2343069,02-09 06:36:06
3,1,0,15.476,9.056,73.980,1.488,0,33.333,38.614,34.343,23,16.327,91,44.330,23.711,22.680,25,25.510,22.222,12.121,13.265,15.306,11.111,14.141,2.020,27.835,43.617,43.617,28.571,1.980,15.152,330658,253140,135170646016,10404147200,92103602176,210214912,31516979200,676212736,1007616,936710144,0,0,0,0,0,130797568,0,130797568,0,0,935.788,0,4.904,0,2.256,0,0,274,0,274,0,0,0,17.431,0,0,123119575,2357764,02-09 06:36:07
3,12,0,15.155,8.727,73.606,2.512,0,31.313,71.429,28.571,19.388,16.327,50.505,52.083,23.711,28.571,26.531,25,21.429,25.253,9,17.347,14.141,9.184,11.224,28.125,43.158,44.792,23.958,3.030,11.111,296711,246088,135170646016,10404900864,91806494720,210243584,31805538304,817934336,1007616,944476160,0,0,0,0,0,132722688,0,132722688,0,0,939.322,0,6.248,0,2.261,0,0,276,0,276,0,0,0,18.536,0,0,122776429,2335157,02-09 06:36:08
13,2,0,13.447,7.319,72.213,7.021,0,26.804,65.347,26.263,19.192,19.192,83.673,53.191,29.592,30.612,28.866,34.021,21.875,2.041,3,15,18.557,5,7.843,26.804,41.667,41.489,24.490,25.253,21.212,153313,244468,135170646016,10405892096,91670671360,210251776,31936069632,491384832,1007616,948768768,0,0,0,0,0,396914688,0,396914688,0,0,1021.528,0,136.508,0,1.321,0,0,760,0,760,0,0,0,155.953,0,0,121375527,2275271,02-09 06:36:09
2,4,0,16.702,5.751,70.402,7.146,0,38.384,27.835,22.222,34.343,21.429,100,54.639,26,39.175,41.837,27.551,59,16.832,19.192,23.469,10.891,16,19.192,17.526,35.052,28.571,16.495,7.143,6,110627,210411,135170646016,10402455552,91496833024,210251776,32109252608,308174848,1007616,952860672,0,0,0,0,0,422445056,0,422445056,0,0,1023.530,0,170.516,0,1.237,0,0,805,0,805,0,0,0,204.835,0,0,98118637,1834491,02-09 06:36:10
8,0,0,16.837,11.722,67.263,4.177,0,43.878,47.475,20.408,53.061,34.694,88.889,59.794,33.333,28.571,34.375,40,28.571,12.245,6.122,13.131,5.051,18.367,18.182,30.208,45.745,46.237,26.804,26.531,22.917,495635,251699,135170646016,10400391168,91800702976,210268160,31814676480,383619072,1007616,945614848,0,0,0,0,0,245780480,0,245780480,0,0,954.302,0,13.116,0,1.932,0,0,502,0,502,0,0,0,75.673,0,0,120740726,2301249,02-09 06:36:11
6,1,0,16.588,10.661,71.130,1.620,0,36.364,26.531,19.588,24.242,24.242,75.248,46.875,28.125,36.082,35.052,34.021,20.833,8.081,42.574,14.141,15.152,13.265,5.051,27.083,43.617,45.833,25.773,21.649,20.408,434443,256906,135170646016,10402914304,91481063424,210288640,32123994112,492855296,1007616,953393152,0,0,0,0,0,194727936,0,194727936,0,0,970.255,0,7.956,0,1.995,0,0,393,0,393,0,0,0,19.970,0,0,123113807,2360347,02-09 06:36:12
6,0,0,15.814,8.994,72.847,2.344,0,49,28.713,69,18.182,18.367,51.020,53.684,27.551,26.804,29.897,28.866,24.242,15.152,16.327,13.131,14.286,10.101,9,28.571,44.211,44.211,25.773,7.071,6.061,296252,255557,135170646016,10403823616,91158106112,210317312,32437313536,694050816,1007616,962093056,0,0,0,0,0,119574528,0,119574528,0,0,934.124,0,4.244,0,2.394,0,0,249,0,249,0,0,0,17.484,0,0,122955424,2340359,02-09 06:36:13
1,2,0,12.309,7.555,76.104,4.032,0,50.505,20.619,20.408,13.131,22.222,46.465,42.105,20.408,16.327,21.649,21.649,70.103,15.152,9.091,8.081,20.202,11.224,11.224,21.875,36.458,34.737,20.202,10,8,209223,253596,135170646016,10403549184,91106287616,210337792,32486760448,504168448,1007616,964718592,0,0,0,0,0,310525952,0,310525952,0,0,1004.353,0,93.520,0,1.377,0,0,605,0,605,0,0,0,126.188,0,0,123076430,2344525,02-09 06:36:14
8,0,0,16.328,5.499,71.870,6.303,0,24.242,22.222,12,13.861,14,88,47.423,31.959,31.959,35.052,36.735,96,17.172,11,11.111,11.111,25,9.091,18.367,36.082,24.742,17.708,18.367,25.773,115365,227865,135170646016,10400976896,90984468480,210345984,32609107968,287801344,1007616,966754304,0,0,0,0,0,399183872,0,399183872,0,0,1016.347,0,122.664,0,1.299,0,0,767,0,767,0,0,0,182.206,0,0,111112163,2062805,02-09 06:36:15
7,1,0,14.675,11.102,70.906,3.318,0,55.556,38,36,33.673,22.222,63.636,45.833,17.347,15.306,33.333,31.959,18.557,14,9.091,19,17.172,15.306,11.111,42.268,40,11.111,24.490,43.750,41.237,494045,249948,135170646016,10404102144,91382882304,210374656,32218083328,276795392,1007616,956211200,0,0,0,0,0,260386816,0,260386816,0,0,919.656,0,16.472,0,1.736,0,0,552,0,552,0,0,0,29.410,0,0,123068475,2335611,02-09 06:36:16
4,0,0,15.985,9.591,72.720,1.705,0,66.327,35.714,32.653,19.388,17.172,56.566,43.158,25.510,13.265,23.958,29.474,21.429,9.184,6,10.204,12.245,14.141,15,26.804,42.708,16.162,35.714,42.553,41.489,339863,252857,135170646016,10402910208,91064791040,210407424,32528502784,440606720,1007616,965042176,0,0,0,0,0,154099712,0,154099712,0,0,952.402,0,6.084,0,2.228,0,0,316,0,316,0,0,0,20.292,0,0,122964865,2357484,02-09 06:36:17
8,0,0,15.781,9.145,73.969,1.106,0,40.404,25.253,26.263,19.388,16.327,74.747,41.053,24.490,44,23.711,28.283,23.711,10.204,9.091,7.071,13.265,4.040,5.051,23.711,40,17.347,22.680,40.625,40.625,301060,248995,135170646016,10403057664,90830516224,210423808,32756625408,640061440,1007616,971030528,0,0,0,0,0,113205248,0,113205248,0,0,944.962,0,4.248,0,2.196,0,0,235,0,235,0,0,0,17.379,0,0,123292569,2348039,02-09 06:36:18
11,0,0,19.072,9.068,69.349,2.512,0,28.713,30,27,21.782,27.723,95,47.917,26.804,23.469,39.175,38.542,25.773,20.202,7,25.253,27,9,6.931,26.042,46.809,19.388,30.928,47.872,47.368,292556,233151,135170646016,10405269504,90520768512,210444288,33055514624,824659968,1007616,979656704,0,0,0,0,0,122732544,0,122732544,0,0,929.050,0,4.336,0,2.366,0,0,257,0,257,0,0,0,17.510,0,0,118754906,2205777,02-09 06:36:19
2,2,0,17.647,5.290,72.789,4.274,0,50.515,26.531,22.680,15.464,17.526,86.598,35.417,17,9,25.253,23.711,91,16.162,5.051,19.388,19.192,13.131,24.490,17.172,28.571,5.051,19.388,29.897,31.579,154446,238992,135170646016,10404286464,90389512192,210456576,33184428032,487931904,1007616,982970368,0,0,0,0,0,397914112,0,397914112,0,0,1018.769,0,128.832,0,1.215,0,0,764,0,764,0,0,0,145.691,0,0,115240814,2198541,02-09 06:36:20
9,1,0,12.416,6.123,75.971,5.490,0,31.633,23.469,15.152,17.172,27.551,85,34.694,6.061,5.102,15.152,51.020,97.030,13.265,2.941,11.111,11.340,14.141,7.071,15.306,22.449,0.990,12.245,24.742,27.835,219483,239860,135170646016,10405826560,90873913344,210501632,32706310144,299085824,1007616,975101952,0,0,0,0,0,379748352,0,379748352,0,0,998.051,0,82.676,0,1.337,0,0,742,0,742,0,0,0,135.030,0,0,113153593,2143475,02-09 06:36:21
3,0,1,18.551,7.666,71.961,1.821,0,57,40.816,56,19.192,19.192,56.566,32.990,40.404,12,19.388,21.429,80,22.222,7.071,12.121,12.245,16.162,13.265,19.388,30.208,4.040,19.192,29.897,32.653,418468,243045,135170646016,10402152448,90581848064,210542592,32998461440,383664128,1007616,978649088,0,0,0,0,0,211230720,0,211230720,0,0,970.727,0,9.400,0,1.816,0,0,425,0,425,0,0,0,22.146,0,0,117637342,2204263,02-09 06:36:22
6,1,0,15.290,7.751,75.604,1.355,0,34.343,28,42.857,16.162,16.495,60,33.684,38,10,19.388,24.742,41.414,17.172,16,11.111,10.891,18.557,9,20.408,32.990,1.980,19.388,33.684,34.737,285576,250824,135170646016,10402459648,90255896576,210563072,33316745216,579579904,1007616,985989120,0,0,0,0,0,117448704,0,117448704,0,0,948.267,0,4.352,0,2.115,0,0,245,0,245,0,0,0,17.187,0,0,123703446,2354369,02-09 06:36:23
4,0,0,14.316,8.199,76.211,1.274,0,30.612,23,20.408,15.152,16.327,64.286,35.052,15.152,69.697,23.232,30.612,13.402,7.071,18.367,14.141,3.030,9,15.152,20.833,31.250,9.184,18.750,33.333,32.292,271721,249168,135170646016,10402144256,90021875712,210599936,33543507968,783204352,1007616,993525760,0,0,0,0,0,116924416,0,116924416,0,0,931.684,0,3.788,0,1.942,0,0,242,0,242,0,0,0,16.282,0,0,122413138,2330763,02-09 06:36:24
5,1,0,20.909,8.372,69.273,1.445,0,39.394,35.714,26.804,27.273,26,77,46.875,32.653,34.694,41.053,31.959,21.212,19.192,6.061,16.162,10,15.152,16.327,33.333,36.082,22.449,31.959,47.423,44.330,265419,218637,135170646016,10403737600,89775546368,210628608,33781710848,801902592,1007616,1000030208,0,0,0,0,0,148877312,0,148877312,0,0,941.492,0,16.800,0,1.768,0,0,310,0,310,0,0,0,24.297,0,0,110302053,2048741,02-09 06:36:25
5,2,0,12.601,7.365,74.713,5.321,0,48.485,20.202,31.683,12.121,14.286,96.970,18.367,47.368,23.711,26.804,25.773,41.667,7.071,5,9.091,16,5.941,0,22.680,47.872,42.708,24.490,10.101,17.526,163312,250399,135170646016,10402959360,89638424576,210632704,33915858944,490938368,1007616,1003778048,0,0,0,0,0,446672896,0,446672896,0,0,1023.946,0,142.524,0,1.174,0,0,852,0,852,0,0,0,152.803,0,0,123206003,2348277,02-09 06:36:26
3,1,0,13.223,9.439,73.512,3.827,0,62.245,35.714,17.347,16.495,20.202,84.694,18,46.316,11.224,28.866,22.449,36.842,16.162,15.306,14.286,11.111,21.649,8.911,21.429,44.086,37.895,22.680,12,7,345772,242918,135170646016,10400669696,90095788032,210677760,33470234624,399937536,1007616,994283520,0,0,0,0,0,337932288,0,337932288,0,0,992.350,0,55.316,0,1.488,0,0,665,0,665,0,0,0,115.062,0,0,116756651,2224060,02-09 06:36:27
4,0,0,15.686,9.506,73.103,1.705,0,79,22.222,31.959,31.313,18.182,68.687,11.340,49.462,22.449,27.551,23.711,41.667,0,13.131,17.172,16.327,18.182,7.071,22.917,50,45.263,27.551,1,8.081,378922,246344,135170646016,10402844672,89766154240,210706432,33790976000,554160128,1007616,1000972288,0,0,0,0,0,182685696,0,182685696,0,0,959.094,0,6.700,0,2.022,0,0,371,0,371,0,0,0,19.170,0,0,122937838,2341289,02-09 06:36:28
5,0,0,15.751,8.983,74.032,1.235,0,30.303,25.510,24.490,31.313,20.202,90.099,16.327,48.936,15.306,26.316,25.773,38.298,7.071,14.286,16.495,16.327,12.245,0,23.469,49.474,42.105,26.042,15.152,4,298914,253435,135170646016,10403344384,89430675456,210718720,34117996544,770314240,1007616,1008918528,0,0,0,0,0,112033792,0,112033792,0,0,943.159,0,4.024,0,2.241,0,0,232,0,232,0,0,0,17.362,0,0,123148207,2346777,02-09 06:36:29
5,1,0,21.935,8.570,68.519,0.976,0,52,28.283,64.706,30.303,25.253,54.545,28.866,54.167,33.673,35.714,35.052,37.500,17,10.101,26.263,9,20.202,17.172,31.959,43.617,41.053,35.052,14,16.162,314812,219757,135170646016,10403762176,89135718400,210722816,34403958784,931930112,1007616,1017491456,0,0,0,0,0,114860032,0,114860032,0,0,930.921,0,3.964,0,1.876,0,0,242,0,242,0,0,0,15.917,0,0,111433079,2066635,02-09 06:36:30
5,2,0,13.081,7.584,73.669,5.667,0,44.444,73.737,16.327,21,16.327,46.465,20.408,42.553,28.866,26.042,26.531,40.625,5,3.030,15.152,0,4.040,19.192,21.649,41.489,41.053,23.469,33.333,22.449,186076,245125,135170646016,10404470784,88954929152,210739200,34579263488,712372224,1007616,1022251008,0,0,0,0,0,325812224,0,325812224,0,0,989.927,0,93.656,0,1.296,0,0,644,0,644,0,0,0,116.099,0,0,123001672,2346083,02-09 06:36:31
11,0,0,12.228,7.243,73.541,6.988,0,43.878,88.889,17.172,16.162,16.832,75.758,18.182,46.809,24.242,29.592,29.167,40,8.081,11.111,0,1,3.960,16.327,23.469,46.316,42.105,23.711,8.163,12.121,171011,253064,135170646016,10402795520,88818847744,210759680,34713022464,513081344,1007616,1026228224,0,0,0,0,0,404398080,0,404398080,0,0,1002.164,0,111.604,0,1.271,0,0,788,0,788,0,0,0,165.662,0,0,123024726,2357850,02-09 06:36:32
5,1,0,15.113,11.111,71.775,2.001,0,42,35.714,41.414,15.464,17.347,75.758,21.212,46.809,23.711,26.042,38.144,42.708,18.182,11.224,6.931,16.327,15.464,7.071,22.449,46.316,51.042,24.742,10,20.408,503857,258973,135170646016,10404499456,89165721600,210780160,34373550080,498311168,1007616,1017102336,0,0,0,0,0,288382976,0,288382976,0,0,991.547,0,12.548,0,1.658,0,0,566,0,566,0,0,0,22.360,0,0,123032395,2342533,02-09 06:36:33
19,2,0,15.980,9.180,73.396,1.445,0,19.388,49,21.649,18.182,18.182,85.149,19.388,50,17.347,26.263,28.571,43.158,29,9.091,11.224,15.152,16.162,7.071,25.773,47.872,43.750,25.510,5.941,11,317531,245452,135170646016,10404909056,88988258304,210796544,34545909760,692523008,1007616,1021779968,0,0,0,0,0,124059648,0,124059648,0,0,939.163,0,4.352,0,2.248,0,0,258,0,258,0,0,0,16.899,0,0,122942863,2308067,02-09 06:36:34
8,0,1,18.602,7.119,73.051,1.229,0,31.313,33.333,24.242,29,35.354,65.306,25.510,37.500,19,50,29.167,36.735,7.071,5.051,27.551,12.245,12,9.091,24.742,34.021,33.333,25,15.464,22.222,242458,234012,135170646016,10403381248,88699297792,210833408,34828992512,875782144,1007616,1029148672,0,0,0,0,0,101900288,0,101900288,0,0,943.237,0,3.744,0,2.180,0,0,211,0,211,0,0,0,17.801,0,0,111653518,2108079,02-09 06:36:35
3,1,0,14.571,8.071,73.025,4.333,0,22.449,21.212,68.687,13.131,24.742,94.059,53.125,39.796,21.875,27.551,30.208,33.333,5.051,18.182,5,15.306,2,1.961,25.510,39.583,8.081,22.680,40.625,15.152,251285,250664,135170646016,10403586048,88383098880,210841600,35136311296,831180800,1007616,1037815808,0,0,0,0,0,353107968,0,353107968,0,0,1003.879,0,104.824,0,1.357,0,0,687,0,687,0,0,0,152.565,0,0,123123963,2343719,02-09 06:36:36
21,1,0,11.512,7.477,67.247,13.764,0,75,50,32.653,27.551,29.293,83.673,43.158,41.667,28.866,31.959,36.458,37,9.091,42,15.686,29.293,6.061,3.030,25.773,39.362,10.101,26.804,41.053,20.408,211440,236139,135170646016,10403758080,88346431488,210862080,35171360768,551542784,1007616,1039241216,0,0,0,0,0,369250304,0,369250304,0,0,1011.606,0,100.436,0,1.408,0,0,713,0,713,0,0,0,140.230,0,0,117825807,2244539,02-09 06:36:37
7,2,0,11.300,6.712,68.692,13.297,0,52.041,32.653,34.694,36.735,30.303,65,42.268,30.612,38.776,37.895,42.857,35.714,13.265,23.762,18.367,4.040,1,9.184,52.577,34.375,29.897,21.429,35.789,28.283,130658,250216,135170646016,10403758080,88197648384,210862080,35316408320,309592064,1007616,1042976768,0,0,0,0,0,380157952,0,380157952,0,0,1019.904,0,125.228,0,1.372,0,0,729,0,729,0,0,0,158.795,0,0,118522851,2236698,02-09 06:36:38
3,1,0,14.741,10.195,70.688,4.376,0,37.755,43.434,28.283,42.424,32.653,76.531,45.833,37,36.364,28.571,31.959,16.495,11,6.061,14.141,6.931,14.286,10.101,30.928,37.895,17.347,23.711,39.175,37.755,455209,260301,135170646016,10404233216,88546664448,210890752,34975539200,371687424,1007616,1034326016,0,0,0,0,0,264933376,0,264933376,0,0,978.055,0,16.572,0,1.837,0,0,529,0,529,0,0,0,48.970,0,0,123031090,2342285,02-09 06:36:39
